CustomerID,Age,Gender,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges,Churn
91840,53,Male,9,103.8,Month-to-month,Electronic check,908.81,Yes
51277,27,Female,3,29.34,Month-to-month,Credit card,-1.48,Yes
10818,30,Male,66,62.7,Two year,Credit card,4091.56,No
13414,30,Female,66,22.21,Two year,Electronic check,1451.04,No
4646,47,Female,49,59.26,Month-to-month,Mailed check,2879.07,No
24831,57,Male,20,94.14,Month-to-month,Mailed check,1908.56,No
51478,24,Male,46,113.65,Month-to-month,Electronic check,5077.78,Yes
60477,51,Female,27,62.97,One year,Mailed check,1731.56,No
9888,41,Male,60,124.1,Month-to-month,Credit card,7393.81,Yes
77007,34,Female,3,104.34,One year,Bank transfer,345.89,Yes
80596,66,Female,36,23.36,Month-to-month,Electronic check,827.73,No
72762,18,Male,52,105.01,Month-to-month,Mailed check,5398.42,No
97107,78,Female,31,132.69,Month-to-month,Electronic check,4137.83,Yes
53570,23,Female,40,50.5,Two year,Mailed check,1929.44,No
15627,73,Female,63,113.21,Month-to-month,Mailed check,7095.78,Yes
98423,62,Female,71,73.83,Two year,Mailed check,5279.97,No
38862,77,Female,39,49.65,One year,Credit card,1879.17,No
24548,73,Female,58,50.11,Month-to-month,Bank transfer,2890.66,No
78204,22,Other,6,46.45,Month-to-month,Electronic check,328.72,Yes
44525,66,Female,47,26.7,Two year,Mailed check,1270.67,No
929,38,Female,61,148.24,Month-to-month,Electronic check,9056.5,Yes
30573,25,Female,18,123.6,Month-to-month,Credit card,2196.96,Yes
2175,37,Male,10,22.47,Month-to-month,Electronic check,295.96,Yes
63408,37,Female,17,15.65,One year,Electronic check,267.85,No
15467,77,Female,46,88.57,One year,Electronic check,4109.68,No
21288,69,Male,30,28.95,Month-to-month,Bank transfer,877.03,No
68792,60,Female,50,125.44,Month-to-month,Mailed check,6251.06,Yes
64131,50,Male,64,120.58,Month-to-month,Credit card,7718.28,No
42631,32,Male,72,91.79,Month-to-month,Electronic check,6694.97,No
48460,46,Female,20,149.09,Month-to-month,Mailed check,2872.95,No
8286,45,Female,17,122.02,Month-to-month,Mailed check,2036.77,Yes
56545,71,Female,16,116.05,Month-to-month,Bank transfer,1822.74,Yes
36138,60,Male,58,55.93,Month-to-month,Mailed check,3252.25,No
73918,70,Female,5,147.12,One year,Credit card,800.84,No
56098,71,Male,57,55.17,Two year,Bank transfer,3137.06,No
25637,47,Male,40,31.6,Month-to-month,Electronic check,1336.7,Yes
59976,33,Female,70,101.66,One year,Electronic check,7162.16,No
63100,31,Male,7,29.91,Month-to-month,Mailed check,216.48,Yes
56513,32,Female,50,70.71,Two year,Electronic check,3549.31,No
68414,40,Male,72,138.82,Month-to-month,Electronic check,10005.44,Yes
24264,27,Male,13,132.29,Month-to-month,Credit card,1729.0,No
60420,26,Male,16,95.61,Month-to-month,Bank transfer,1600.33,No
53043,66,Male,45,50.85,Month-to-month,Electronic check,2309.83,No
92131,74,Male,23,80.66,One year,Mailed check,1765.68,No
62661,19,Male,37,34.63,Month-to-month,Credit card,1299.13,No
24014,74,Male,69,72.83,Two year,Credit card,5010.01,No
12043,35,Male,19,37.08,Month-to-month,Bank transfer,637.24,Yes
49784,19,Female,39,89.66,One year,Mailed check,3523.0,No
76815,52,Female,41,25.6,Two year,Mailed check,1093.21,No
15395,54,Male,52,59.98,Month-to-month,Electronic check,3072.18,No
73797,43,Female,33,35.13,Month-to-month,Bank transfer,1205.96,Yes
50179,21,Male,69,116.42,One year,Electronic check,7967.15,No
94485,55,Male,52,12.03,Two year,Credit card,649.86,No
115,79,Male,16,29.5,Month-to-month,Credit card,485.68,Yes
60900,75,Male,67,75.96,One year,Bank transfer,5033.51,No
59781,69,Male,31,39.18,One year,Bank transfer,1157.06,No
62200,48,Other,59,36.53,One year,Electronic check,2185.48,No
76634,47,Male,9,37.8,Month-to-month,Credit card,380.97,No
37379,52,Male,71,124.52,One year,Mailed check,8810.42,Yes
6730,80,Female,30,104.58,Month-to-month,Electronic check,3157.02,No
5905,48,Male,11,72.71,Month-to-month,Electronic check,766.3,Yes
65967,18,Male,60,53.44,Month-to-month,Bank transfer,3125.28,No
14530,56,Female,40,100.86,Month-to-month,Mailed check,4018.41,No
65586,51,Female,10,149.98,Month-to-month,Bank transfer,1556.92,Yes
7336,21,Male,15,138.36,Month-to-month,Bank transfer,2064.33,Yes
88468,70,Male,32,84.88,One year,Electronic check,2718.36,No
38224,75,Male,5,131.41,One year,Credit card,702.77,Yes
58175,43,Male,20,148.46,Month-to-month,Electronic check,2952.44,Yes
89551,37,Male,71,81.25,Two year,Bank transfer,5838.31,No
4163,49,Female,51,40.48,Month-to-month,Mailed check,2066.85,No
38540,32,Female,4,149.11,One year,Bank transfer,639.07,Yes
69510,72,Male,19,35.55,Two year,Bank transfer,764.78,No
33889,62,Male,60,101.05,Month-to-month,Electronic check,6058.51,No
38622,61,Female,47,56.2,Month-to-month,Mailed check,2618.93,Yes
96588,19,Female,54,68.89,Month-to-month,Bank transfer,3722.75,No
10619,45,Male,32,98.65,Month-to-month,Mailed check,3111.33,No
38358,62,Male,21,58.96,One year,Bank transfer,1238.88,No
42506,46,Female,10,33.13,Month-to-month,Credit card,402.75,No
32808,44,Female,15,140.13,Month-to-month,Credit card,2018.08,Yes
56781,73,Female,18,144.83,Two year,Electronic check,2519.11,No
40369,46,Other,72,128.03,One year,Electronic check,9199.94,No
32387,56,Male,34,12.1,Month-to-month,Electronic check,437.68,No
17774,79,Male,11,65.83,Month-to-month,Mailed check,743.49,No
61122,76,Male,15,37.73,One year,Bank transfer,505.24,No
17973,37,Female,25,135.88,Month-to-month,Mailed check,3405.77,No
64305,29,Female,23,123.48,One year,Credit card,2886.49,Yes
69596,21,Male,27,58.24,Two year,Mailed check,1579.18,No
85583,70,Male,60,46.3,One year,Mailed check,2765.03,No
14985,58,Male,20,138.1,Month-to-month,Electronic check,2681.43,No
34607,64,Female,56,57.72,Month-to-month,Mailed check,3257.53,No
9495,24,Male,27,36.68,One year,Electronic check,967.46,No
32072,57,Female,59,113.69,One year,Electronic check,6682.66,No
5170,73,Female,28,96.86,Two year,Credit card,2731.72,No
70610,19,Female,51,25.26,Month-to-month,Mailed check,1303.01,No
11318,19,Female,45,127.71,One year,Credit card,5721.03,No
42991,48,Female,3,26.56,Two year,Mailed check,60.12,No
79977,49,Male,49,94.04,Month-to-month,Bank transfer,4580.81,Yes
60107,24,Male,4,124.51,Two year,Electronic check,498.65,No
67710,74,Male,61,148.66,Month-to-month,Mailed check,8956.68,Yes
43943,65,Male,17,36.26,Month-to-month,Mailed check,622.31,Yes
44018,74,Male,45,131.66,Two year,Electronic check,5866.36,Yes
62413,21,Male,59,44.75,Month-to-month,Electronic check,2541.53,No
27785,60,Male,11,102.09,Month-to-month,Mailed check,1132.95,Yes
21660,56,Male,68,79.31,Two year,Electronic check,5397.22,No
31376,27,Female,41,74.09,Two year,Credit card,3007.13,No
82861,68,Male,72,112.76,Two year,Bank transfer,8177.37,No
13344,39,Female,6,43.24,Two year,Credit card,185.4,No
50615,57,Female,69,29.07,One year,Credit card,2076.83,No
34824,47,Female,71,123.82,Two year,Mailed check,8786.96,Yes
15838,18,Male,68,75.47,Month-to-month,Bank transfer,5170.81,No
85349,31,Male,48,85.15,One year,Bank transfer,4169.9,No
56730,71,Female,52,108.14,Two year,Credit card,5652.97,No
59923,22,Female,67,95.88,Two year,Bank transfer,6456.17,No
33804,31,Female,8,14.44,Month-to-month,Credit card,138.21,Yes
19838,23,Female,56,143.14,Month-to-month,Mailed check,8054.79,No
21518,40,Female,5,42.41,Month-to-month,Credit card,283.59,Yes
91196,24,Male,2,40.42,Two year,Credit card,102.02,No
28011,77,Female,39,80.15,Month-to-month,Electronic check,3069.4,No
30221,73,Male,32,117.57,Month-to-month,Credit card,3674.18,Yes
65202,67,Male,49,122.05,Month-to-month,Mailed check,5949.65,Yes
22262,37,Male,52,40.65,Month-to-month,Mailed check,2071.72,No
37116,62,Female,28,139.77,Month-to-month,Electronic check,3922.7,Yes
44035,59,Female,32,105.48,Month-to-month,Bank transfer,3374.78,Yes
55594,80,Male,35,146.28,One year,Bank transfer,5135.63,No
34339,56,Male,62,108.52,Month-to-month,Bank transfer,6676.27,Yes
8951,69,Female,38,147.25,Month-to-month,Mailed check,5518.47,No
52507,46,Female,3,122.58,One year,Mailed check,427.68,Yes
84700,35,Female,15,51.54,Month-to-month,Electronic check,847.46,No
28853,22,Male,41,63.06,Two year,Electronic check,2573.86,No
48595,57,Male,40,129.72,Month-to-month,Bank transfer,5265.74,Yes
73977,75,Female,23,85.4,Month-to-month,Credit card,1999.48,No
45567,24,Male,2,17.38,One year,Credit card,-23.04,No
87038,22,Male,69,122.76,Month-to-month,Mailed check,8589.94,Yes
11148,18,Other,17,54.49,Month-to-month,Credit card,988.39,No
86810,18,Male,66,76.16,Month-to-month,Electronic check,5079.8,No
72444,57,Female,51,14.4,Month-to-month,Mailed check,724.52,No
27725,52,Male,29,149.28,Two year,Credit card,4271.17,No
18093,42,Male,6,82.44,Month-to-month,Electronic check,502.01,No
85627,65,Male,49,17.62,Month-to-month,Bank transfer,804.5,No
90867,25,Female,56,142.69,Month-to-month,Electronic check,8006.88,No
19357,33,Female,23,41.56,One year,Electronic check,975.33,No
32833,51,Male,3,51.83,One year,Credit card,113.23,No
89333,35,Female,50,19.78,Month-to-month,Mailed check,1082.98,Yes
31334,66,Female,44,125.81,Month-to-month,Electronic check,5506.05,Yes
68941,37,Female,63,50.3,Month-to-month,Electronic check,3255.19,No
32613,68,Female,35,45.69,One year,Electronic check,1630.97,No
41077,30,Other,43,112.94,Two year,Electronic check,4832.69,Yes
16784,72,Male,66,43.99,Month-to-month,Bank transfer,2930.99,Yes
41131,58,Male,52,126.44,Two year,Bank transfer,6614.14,No
78319,35,Male,32,124.65,Month-to-month,Bank transfer,4005.48,No
72170,26,Female,42,55.1,Month-to-month,Mailed check,2284.66,Yes
4152,44,Female,44,142.26,Month-to-month,Credit card,6198.32,No
2363,52,Female,56,70.32,Month-to-month,Mailed check,3910.79,No
51011,31,Female,58,86.4,One year,Mailed check,5027.68,No
18054,53,Female,8,14.11,Month-to-month,Mailed check,129.74,Yes
72165,78,Male,60,48.08,One year,Credit card,2939.04,No
49025,67,Male,47,23.49,Month-to-month,Electronic check,1088.17,No
80324,32,Male,41,36.91,One year,Mailed check,1575.58,No
24136,38,Female,42,25.46,Two year,Bank transfer,1096.29,No
98556,43,Male,62,102.15,One year,Mailed check,6319.56,No
31745,65,Female,71,35.81,Two year,Electronic check,2539.27,No
24934,48,Male,31,57.1,Two year,Credit card,1739.71,No
73990,64,Male,51,24.94,One year,Electronic check,1339.42,No
43459,57,Female,41,62.61,One year,Electronic check,2687.39,No
35942,71,Female,53,26.78,Month-to-month,Electronic check,1460.23,Yes
11374,23,Male,19,123.95,Month-to-month,Credit card,2357.04,Yes
2798,76,Male,62,95.09,Month-to-month,Credit card,5900.87,No
24114,33,Female,65,107.61,Month-to-month,Credit card,6996.24,No
69044,47,Male,37,130.47,One year,Electronic check,4847.32,No
52979,58,Female,46,64.17,Month-to-month,Electronic check,2923.29,No
10409,56,Female,53,19.99,Month-to-month,Electronic check,986.67,Yes
89556,58,Male,69,94.04,Month-to-month,Electronic check,6446.96,No
90464,72,Other,37,94.86,Month-to-month,Electronic check,3583.6,No
7317,77,Male,35,58.69,One year,Bank transfer,1986.02,No
4546,41,Male,35,96.67,One year,Bank transfer,3327.15,No
54916,28,Male,44,15.91,Month-to-month,Bank transfer,678.86,No
11505,51,Female,5,113.63,Two year,Credit card,631.46,No
30850,73,Male,47,27.08,One year,Electronic check,1311.94,No
59439,31,Female,61,20.57,Two year,Mailed check,1248.79,No
25522,43,Female,23,134.92,Month-to-month,Credit card,3118.74,Yes
19982,77,Female,45,57.05,Two year,Electronic check,2541.57,No
64722,46,Male,72,114.28,Month-to-month,Mailed check,8178.41,No
78228,51,Female,52,53.32,Month-to-month,Credit card,2786.16,No
97908,50,Female,40,99.96,One year,Credit card,4012.88,No
47700,48,Female,55,133.11,Month-to-month,Bank transfer,7271.45,No
77636,76,Female,20,56.4,Month-to-month,Bank transfer,1069.92,Yes
24036,22,Female,58,59.53,Two year,Bank transfer,3473.31,No
96252,63,Female,18,57.59,One year,Electronic check,1049.79,No
84914,70,Female,26,120.92,Month-to-month,Bank transfer,3194.73,No
33320,76,Male,16,85.25,One year,Credit card,1305.68,No
18733,80,Male,23,47.94,Month-to-month,Mailed check,1082.94,No
72181,75,Male,66,58.0,Two year,Credit card,3768.92,No
63744,78,Female,54,95.34,One year,Bank transfer,5139.45,No
48528,66,Female,53,47.73,Two year,Electronic check,2546.55,No
96309,35,Female,48,118.8,Month-to-month,Electronic check,5707.66,Yes
74498,37,Female,42,45.55,Month-to-month,Bank transfer,1893.11,Yes
56599,53,Female,6,62.39,Month-to-month,Credit card,443.25,No
96261,32,Male,22,144.37,Month-to-month,Electronic check,3248.34,Yes
82212,22,Female,61,49.15,Two year,Credit card,3038.53,No
82020,64,Female,70,129.57,Month-to-month,Mailed check,9170.53,Yes
30418,65,Female,40,32.31,One year,Mailed check,1362.23,No
6844,29,Female,48,131.4,Two year,Bank transfer,6303.06,No
9854,36,Female,28,41.39,Two year,Electronic check,1158.25,No
46218,65,Female,20,30.76,Month-to-month,Credit card,626.19,No
48404,69,Female,56,74.04,Month-to-month,Mailed check,4105.36,Yes
62855,42,Other,60,77.11,One year,Credit card,4672.48,No
39814,36,Female,62,61.99,Month-to-month,Mailed check,3853.41,No
91765,47,Female,16,14.59,Two year,Bank transfer,288.86,No
98805,57,Female,26,45.58,One year,Mailed check,1210.69,No
23000,57,Male,70,84.63,Two year,Mailed check,5959.25,No
82606,18,Male,34,139.88,Month-to-month,Electronic check,4714.54,Yes
84015,18,Female,3,111.96,Month-to-month,Credit card,356.85,Yes
28327,36,Male,40,75.56,Month-to-month,Electronic check,3022.53,Yes
76915,26,Male,18,83.74,Month-to-month,Mailed check,1478.16,No
61653,66,Other,35,40.6,Month-to-month,Bank transfer,1443.22,No
58992,28,Female,71,12.8,One year,Electronic check,964.82,No
20275,70,Male,30,12.34,Month-to-month,Mailed check,331.77,No
74018,29,Male,33,15.3,Month-to-month,Credit card,523.77,Yes
16130,75,Male,29,77.2,Month-to-month,Credit card,2290.93,No
42948,51,Female,56,144.08,One year,Bank transfer,8034.21,No
56276,20,Male,54,129.23,Month-to-month,Electronic check,6957.61,Yes
6314,71,Male,1,56.82,One year,Mailed check,59.71,Yes
29392,24,Female,30,100.26,One year,Mailed check,3075.18,No
19527,75,Male,59,19.2,Month-to-month,Electronic check,1156.79,No
11862,59,Male,25,74.38,Two year,Mailed check,1781.65,No
47454,20,Female,44,124.68,Two year,Mailed check,5440.13,No
29455,64,Female,55,123.05,One year,Electronic check,6833.35,No
67927,45,Female,42,11.3,Two year,Electronic check,513.39,No
36926,38,Female,33,118.52,Month-to-month,Credit card,3917.72,Yes
73826,59,Male,68,112.23,Month-to-month,Credit card,7613.64,Yes
7202,57,Female,70,22.56,Month-to-month,Electronic check,1541.73,No
20173,53,Male,62,123.33,Month-to-month,Mailed check,7558.7,Yes
82039,78,Other,69,78.91,Month-to-month,Mailed check,5552.77,No
81480,39,Male,47,55.64,Month-to-month,Bank transfer,2667.33,Yes
42658,32,Other,7,38.31,Two year,Mailed check,238.21,No
41456,54,Male,21,122.68,Month-to-month,Credit card,2665.28,Yes
59251,58,Male,64,109.54,One year,Electronic check,7066.57,Yes
70347,68,Male,43,146.06,Month-to-month,Credit card,6292.82,Yes
41649,50,Female,48,55.52,Month-to-month,Mailed check,2664.42,No
88791,80,Male,12,93.14,Two year,Electronic check,1198.83,No
74053,38,Male,28,85.14,One year,Credit card,2454.67,No
31079,39,Female,43,142.76,Month-to-month,Bank transfer,6116.86,No
58795,21,Male,8,70.56,Month-to-month,Electronic check,596.85,Yes
49036,23,Female,39,51.07,Two year,Mailed check,1971.77,No
96033,50,Male,40,26.27,One year,Bank transfer,1094.83,No
78823,25,Female,20,88.51,Month-to-month,Credit card,1806.81,Yes
90308,58,Male,67,31.39,Month-to-month,Credit card,2115.35,Yes
57769,73,Male,18,94.92,Two year,Electronic check,1692.73,No
55139,43,Female,56,16.48,Month-to-month,Electronic check,874.26,Yes
91691,74,Male,34,79.97,Two year,Electronic check,2689.16,No
7337,55,Other,38,111.74,One year,Bank transfer,4196.8,No
25926,68,Female,19,52.69,Month-to-month,Mailed check,1066.63,Yes
29414,71,Female,53,133.93,One year,Electronic check,7173.42,Yes
91855,45,Male,45,104.25,Month-to-month,Credit card,4653.29,No
52828,19,Female,40,132.56,Month-to-month,Credit card,5340.32,Yes
62998,40,Female,30,61.26,One year,Mailed check,1781.89,No
67870,58,Female,8,118.2,Month-to-month,Electronic check,1054.0,Yes
34911,45,Male,15,119.96,Two year,Mailed check,1905.7,No
1550,64,Male,54,145.68,Month-to-month,Electronic check,7776.41,Yes
28304,72,Male,15,128.27,Month-to-month,Bank transfer,2022.62,No
50012,70,Female,18,20.49,Month-to-month,Credit card,281.39,No
19665,36,Female,55,92.91,Month-to-month,Mailed check,5098.5,No
65881,36,Male,47,131.87,Month-to-month,Credit card,6288.82,Yes
66583,18,Other,23,111.22,Month-to-month,Mailed check,2591.49,No
73016,29,Female,66,92.77,Two year,Credit card,6220.83,No
69026,77,Male,8,46.42,Month-to-month,Credit card,368.82,Yes
46017,45,Female,72,112.49,Two year,Mailed check,8046.8,No
789,37,Female,45,82.63,One year,Credit card,3719.84,No
61729,18,Female,65,42.97,Month-to-month,Electronic check,2769.88,No
62976,54,Male,42,113.47,One year,Electronic check,4678.32,No
38309,63,Female,37,135.67,Month-to-month,Mailed check,4994.15,Yes
83564,38,Male,17,11.53,Month-to-month,Credit card,168.06,No
86111,33,Male,45,14.68,Month-to-month,Mailed check,630.16,No
65238,79,Male,25,44.47,Month-to-month,Mailed check,1071.96,Yes
9843,29,Female,67,92.15,One year,Mailed check,6091.48,No
88064,39,Female,41,18.72,Month-to-month,Mailed check,872.9,Yes
16099,57,Male,62,68.26,Month-to-month,Credit card,4291.5,No
97293,79,Male,50,69.71,Two year,Electronic check,3495.09,No
57504,50,Female,70,86.62,Month-to-month,Mailed check,6018.35,No
81968,19,Female,67,63.05,Month-to-month,Credit card,4208.99,Yes
36981,54,Female,41,111.32,One year,Mailed check,4497.41,Yes
82774,78,Female,39,22.94,One year,Bank transfer,935.67,No
89505,34,Male,30,54.3,Month-to-month,Credit card,1668.79,No
69220,71,Male,36,141.6,Two year,Mailed check,5045.23,No
41508,38,Female,22,136.95,Month-to-month,Mailed check,2964.57,Yes
56406,70,Female,14,137.61,One year,Electronic check,2005.26,Yes
72156,69,Other,59,35.1,One year,Electronic check,2088.25,No
31410,49,Female,39,131.98,Two year,Bank transfer,5130.91,No
57968,34,Female,64,32.63,Month-to-month,Credit card,2111.44,Yes
73338,23,Male,13,10.58,One year,Mailed check,34.98,No
46421,71,Female,69,87.87,Two year,Mailed check,6024.0,No
53830,52,Male,38,95.75,Month-to-month,Bank transfer,3721.49,No
68923,42,Female,58,44.07,Month-to-month,Credit card,2537.19,No
2213,59,Male,47,25.27,Two year,Electronic check,1138.19,No
52540,33,Female,18,96.91,Month-to-month,Mailed check,1692.67,No
95696,45,Female,63,25.5,Month-to-month,Bank transfer,1577.37,Yes
4832,21,Other,30,17.17,Month-to-month,Bank transfer,562.52,No
93051,61,Female,1,59.88,One year,Electronic check,57.13,No
13774,78,Female,58,121.89,Month-to-month,Electronic check,6978.34,Yes
98296,73,Male,26,29.79,Month-to-month,Mailed check,717.04,No
37180,53,Female,35,20.35,Two year,Mailed check,672.76,No
96712,70,Female,11,63.82,Month-to-month,Credit card,661.74,Yes
57888,54,Male,67,25.11,Two year,Mailed check,1735.13,No
19525,47,Female,48,106.84,One year,Electronic check,5120.31,No
53278,25,Male,69,133.4,Month-to-month,Mailed check,9202.22,Yes
62334,70,Female,17,40.04,Two year,Bank transfer,635.61,No
36961,50,Female,24,76.47,Month-to-month,Credit card,1889.51,No
22123,76,Male,72,76.54,Two year,Electronic check,5517.15,No
75710,77,Male,8,121.25,Two year,Mailed check,993.43,Yes
12967,19,Male,16,121.44,Month-to-month,Bank transfer,1893.01,Yes
18167,23,Female,14,12.36,Month-to-month,Electronic check,214.98,No
35481,71,Male,22,83.54,Two year,Electronic check,1798.98,No
95853,19,Female,36,26.87,Two year,Credit card,980.59,No
43296,56,Male,50,34.95,Month-to-month,Electronic check,1733.31,No
63284,28,Male,27,13.05,Month-to-month,Electronic check,385.94,No
30335,28,Female,64,126.07,Month-to-month,Bank transfer,8077.98,No
71660,21,Female,58,119.8,One year,Electronic check,6903.6,Yes
65936,18,Female,66,60.68,Month-to-month,Mailed check,4025.53,Yes
3167,77,Male,66,59.86,Month-to-month,Electronic check,4051.26,No
68234,80,Male,31,75.34,One year,Bank transfer,2356.7,No
43166,49,Female,5,28.04,Month-to-month,Bank transfer,139.25,Yes
68967,80,Female,5,54.46,One year,Electronic check,358.76,Yes
52294,36,Female,67,64.91,One year,Bank transfer,4333.34,No
25012,37,Female,38,27.02,Month-to-month,Electronic check,1051.14,Yes
97549,54,Female,52,66.71,Month-to-month,Credit card,3490.95,Yes
46129,76,Male,45,107.4,Month-to-month,Mailed check,4901.31,No
39184,35,Male,6,103.43,One year,Electronic check,648.09,Yes
77745,65,Male,19,53.05,Two year,Electronic check,1068.59,No
75308,53,Male,62,77.46,Month-to-month,Mailed check,4799.0,Yes
9846,71,Female,39,132.81,Month-to-month,Bank transfer,5175.2,No
39549,73,Female,9,19.52,Two year,Bank transfer,187.07,No
24935,27,Male,37,82.15,One year,Bank transfer,3049.74,No
28602,71,Male,22,141.14,Month-to-month,Credit card,3056.76,No
19125,35,Female,12,106.41,Two year,Bank transfer,1282.55,No
47494,26,Male,39,113.83,Two year,Bank transfer,4451.11,Yes
10982,76,Female,16,48.4,One year,Mailed check,739.97,No
12770,70,Other,65,113.53,Two year,Electronic check,7418.88,No
89013,25,Female,13,148.43,Month-to-month,Electronic check,1858.92,Yes
72812,46,Male,71,78.72,One year,Electronic check,5607.91,No
50207,28,Female,24,58.96,One year,Credit card,1416.55,No
80996,61,Male,72,110.86,One year,Electronic check,7958.21,No
15836,24,Female,52,123.43,Month-to-month,Mailed check,6436.42,No
20136,70,Male,33,49.49,One year,Mailed check,1690.58,No
58396,59,Male,23,10.31,Two year,Electronic check,347.23,No
54926,56,Female,7,72.64,Month-to-month,Electronic check,469.95,Yes
58699,68,Male,29,42.67,Two year,Mailed check,1235.7,No
81436,69,Female,20,97.58,Month-to-month,Mailed check,1926.98,No
69019,66,Male,30,39.77,Two year,Mailed check,1187.12,No
45758,44,Male,25,89.65,One year,Credit card,2226.88,No
45146,47,Male,57,13.84,Month-to-month,Mailed check,806.63,No
98711,49,Female,59,96.75,Two year,Credit card,5658.87,No
34861,43,Male,48,100.59,Two year,Electronic check,4768.39,No
88072,23,Male,11,99.62,One year,Bank transfer,1128.38,No
37476,73,Female,23,97.08,Month-to-month,Credit card,2287.22,No
38250,21,Male,67,14.07,Two year,Mailed check,929.18,No
19309,42,Male,36,24.17,One year,Credit card,857.86,No
4882,45,Male,6,102.86,One year,Electronic check,661.93,Yes
65946,80,Male,5,31.75,Two year,Electronic check,133.81,No
93812,51,Female,50,52.2,Month-to-month,Credit card,2635.13,No
89480,21,Male,27,47.66,Month-to-month,Mailed check,1318.29,No
76340,45,Male,15,146.91,Month-to-month,Credit card,2140.96,Yes
95984,67,Male,26,142.34,Month-to-month,Electronic check,3750.81,No
38092,47,Male,58,147.79,Month-to-month,Mailed check,8577.41,Yes
53142,71,Female,8,122.29,Two year,Mailed check,985.36,Yes
89727,66,Female,44,122.88,One year,Credit card,5446.65,Yes
45326,50,Other,24,132.43,Month-to-month,Mailed check,3109.18,Yes
2437,61,Male,64,30.04,Month-to-month,Mailed check,1912.68,No
71941,75,Male,57,133.82,Month-to-month,Credit card,7559.83,No
72938,58,Male,46,65.85,Month-to-month,Electronic check,3027.94,No
91839,31,Male,70,83.42,One year,Mailed check,5834.67,No
65187,51,Male,31,108.91,One year,Bank transfer,3368.9,No
49220,65,Female,48,148.14,Month-to-month,Bank transfer,7163.61,Yes
1575,80,Female,11,79.25,One year,Electronic check,838.97,No
62393,78,Female,52,24.29,Month-to-month,Electronic check,1351.64,Yes
41135,71,Male,24,149.91,One year,Electronic check,3565.6,No
92902,36,Female,3,18.34,Month-to-month,Credit card,155.32,Yes
8621,25,Male,32,133.19,One year,Electronic check,4145.75,No
17196,25,Female,13,105.57,One year,Mailed check,1449.61,No
97372,47,Female,39,53.94,Month-to-month,Electronic check,2151.53,Yes
34790,79,Female,23,55.35,Month-to-month,Credit card,1353.92,Yes
41444,25,Male,52,97.47,Month-to-month,Electronic check,5094.34,No
67776,23,Female,61,19.65,One year,Electronic check,1240.02,No
58535,74,Male,32,141.47,One year,Bank transfer,4520.9,No
46442,57,Female,34,46.64,One year,Credit card,1524.07,No
69601,53,Male,69,108.55,One year,Bank transfer,7491.87,No
31797,52,Male,18,37.45,Month-to-month,Electronic check,688.08,Yes
25024,27,Female,64,51.73,Month-to-month,Electronic check,3367.86,Yes
60538,61,Male,49,18.5,Two year,Mailed check,866.33,No
41655,57,Male,37,146.22,Month-to-month,Credit card,5442.73,Yes
87402,31,Male,43,126.81,One year,Mailed check,5482.06,No
58914,57,Male,9,67.58,Month-to-month,Bank transfer,652.2,No
75271,64,Female,37,120.65,Month-to-month,Credit card,4417.83,Yes
56620,57,Female,35,112.28,One year,Mailed check,3909.05,No
73815,60,Female,49,17.26,Month-to-month,Credit card,822.31,No
5541,60,Female,33,36.1,One year,Mailed check,1221.19,No
30470,69,Female,18,10.31,Month-to-month,Mailed check,155.73,No
74274,19,Male,18,54.73,Month-to-month,Bank transfer,912.39,No
82500,56,Other,31,103.52,One year,Electronic check,3269.3,Yes
89777,32,Male,64,54.19,Month-to-month,Bank transfer,3499.19,Yes
99506,52,Female,32,62.93,Month-to-month,Mailed check,2030.53,Yes
74859,29,Female,55,79.24,Month-to-month,Credit card,4397.46,No
71576,33,Male,55,107.44,Two year,Mailed check,6005.82,No
35742,52,Female,23,46.47,Month-to-month,Mailed check,1078.77,No
32427,20,Male,7,83.65,Month-to-month,Bank transfer,548.81,Yes
85848,34,Female,24,70.28,One year,Bank transfer,1727.09,No
63155,63,Male,5,20.27,Month-to-month,Credit card,110.19,Yes
13507,80,Male,44,139.74,Two year,Bank transfer,6132.38,No
75618,42,Other,12,146.57,Month-to-month,Credit card,1713.14,Yes
93244,34,Male,70,41.45,Two year,Mailed check,2839.73,No
18064,37,Male,30,40.72,One year,Electronic check,1242.27,No
67725,18,Male,69,68.94,Month-to-month,Electronic check,4745.05,Yes
15866,18,Female,39,121.36,One year,Bank transfer,4719.7,Yes
6805,40,Male,16,135.12,Month-to-month,Electronic check,2106.69,Yes
90355,31,Male,9,27.06,Month-to-month,Electronic check,179.58,Yes
51131,43,Female,69,85.88,Two year,Mailed check,5934.91,No
65190,40,Other,68,56.22,Month-to-month,Bank transfer,3777.8,No
70146,55,Male,34,101.82,One year,Credit card,3472.54,Yes
9294,56,Female,64,25.28,One year,Electronic check,1553.13,No
86713,50,Female,72,142.77,Two year,Mailed check,10405.83,Yes
22916,74,Male,42,121.86,Two year,Electronic check,5160.67,Yes
30175,66,Female,59,32.31,Month-to-month,Electronic check,1965.82,No
87009,47,Female,30,63.07,One year,Bank transfer,1843.36,No
44419,36,Female,49,102.49,One year,Electronic check,5033.6,Yes
19824,33,Male,43,35.32,Month-to-month,Electronic check,1594.82,No
25585,19,Female,54,137.57,Month-to-month,Mailed check,7428.76,No
